LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE
,,,,,43867,1/2 Na Acet 0.5u Hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43869,Peritoneal fluid,,inputevents_cv,0,,,,,carevue,,,
,,,,,43872,Potassium 20meqIVPB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43874,HEPATIC DRN FLUSH IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43875,NA PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43877,OR ascites,,inputevents_cv,0,,,,,carevue,,,
,,,,,43880,Angion intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43882,FoleyIrrigant,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43883,Hemoccult,,inputevents_cv,0,,,,,carevue,,,
,,,,,43886,T-7 intrathecal dngn,,inputevents_cv,0,,,,,carevue,,,
,,,,,43889,NA PHOS IN NSS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43900,1/2STR. IMPACT + FIB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43901,blood loss,,inputevents_cv,0,,,,,carevue,,,
,,,,,43902,PHERESIS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43903,Vanco Enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43904,D51/4NS+100MeqNaHCO3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43909,H20 BOlus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43910,Thoracentisis,,inputevents_cv,0,,,,,carevue,,,
,,,,,43921,readycat,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43923,Oral Contrast,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43924,Vancomycin enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43928,ECMO CRYSTALLOID,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43929,Floor Intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43930,na phosphate in ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43936,FREE WATER BOLUSES,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43939,NS 500+40K,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43940,VICU INTAKE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43942,CHEMOTHERAPY,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43950,40 KCL/500 NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43951,NA POSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43952,OR Cyroprecipatate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43957,15 m sodium phos   e,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43962,Neocate 26,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43969,kvo line,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43971,parencentis.,,inputevents_cv,0,,,,,carevue,,,
,,,,,43972,k phos 15 mmol,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43973,Nipple Type,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43974,Nipple type,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43975,FREE H20 BOLUSES,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43977,bag from incision,,inputevents_cv,0,,,,,carevue,,,
,,,,,43979,na+ phosphate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43982,Cladribine,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43983,Pericardial flush:NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43986,iv bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43990,SOD PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43993,15 MM NA PHOSPHATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43994,3/4 IMPACT/FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43997,D 10W bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43998,anigo intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,43999,1/2ns1000+20k,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44000,floor in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44001,Go-Lytely,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44008,PROTONIX,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44009,K phos,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44010,Promote w/ fiber 3/4,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44011,ENDOSCOPY,,inputevents_cv,0,,,,,carevue,,,
,,,,,44016,THOROCENTISIS,,inputevents_cv,0,,,,,carevue,,,
,,,,,44020,baricat ct contrast,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44021,OR Ascites,,inputevents_cv,0,,,,,carevue,,,
,,,,,44023,READICAT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44031,Plasma-lyte,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44033,adjustment,,inputevents_cv,0,,,,,carevue,,,
,,,,,44036,P.D. In,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44037,Dialysate Instilled,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44038,d5w&25meqk+acetate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44041,D5W 50 meq Ca Acetat,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44042,40k/500ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44043,Angio in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44044,FFP Drip,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44045,3/4st promote wfiber,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44047,40 KCL/500CC,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44048,Floor cryst,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44049,angio cryst,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44050,2/3 str impact/fiber,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44053,normal saline bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44054,PD IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44056,Peritoneal Fluid,,inputevents_cv,0,,,,,carevue,,,
,,,,,44057,OR/PACU,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44059,1/2st impact/fiber,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44061,3/4 IMPACT W/ FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44064,plasma phoresis,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44070,NEOSURE PG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44076,NS 500+ 40 KCL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44077,Floor ouput,,inputevents_cv,0,,,,,carevue,,,
,,,,,44089,Methylprednisone,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44091,1/2na acetate1/2hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44092,1/2na acetate 1/2hep,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44094,Lactulose enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44096,solumedrol 10575/500,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44098,BILE REFEED,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44100,D5W with 3amps NaHC3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44101,30 mmol na phos,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44102,Plasmalyte,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44105,3/4 STR NEPRO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44106,Imp/fiberHALF,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44107,Acetylcysteine,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44109,500NS/KPHOS30mm,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44110,RL BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44111,sodiumbicarb 100meq,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44112,CBP FLUID,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44115,K+ Phosphate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44116,Methylpred,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44117,pigtail infusion,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44118,LUMBAR,,inputevents_cv,0,,,,,carevue,,,
,,,,,44122,PD catheter,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44123,st cath,,inputevents_cv,0,,,,,carevue,,,
,,,,,44125,Protonix Drip,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44126,fl bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44127,ur.cc/kg/day,,inputevents_cv,0,,,,,carevue,,,
,,,,,44128,NS with Folic Acid,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44129,ANTITHYMO-GLOBULIN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44130,malinkot flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44131,CT site,,inputevents_cv,0,,,,,carevue,,,
,,,,,44139,ep intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44141,ogt,,inputevents_cv,0,,,,,carevue,,,
,,,,,44144,NIPPLE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44145,paracenitis,,inputevents_cv,0,,,,,carevue,,,
,,,,,44150,vag bld,,inputevents_cv,0,,,,,carevue,,,
,,,,,44155,Amino Acid 4.25%D5%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44156,oxytocin 10 units/LR,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44160,BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44162,KPO4,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44163,enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44164,OR INTAKE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44165,APROTININ ML,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44166,BICARBONATE-HCO3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44167,foley flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44168,cath lab our,,inputevents_cv,0,,,,,carevue,,,
,,,,,44169,Blood from oral sx,,inputevents_cv,0,,,,,carevue,,,
,,,,,44172,FFP GTT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44175,R groin,,inputevents_cv,0,,,,,carevue,,,
,,,,,44179,1/2 st IMPACT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44182,SODIUM BICARB 150MEQ,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44184,LR Bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44188,rep.+dialysate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44190,tpa 50 mg in 500cc,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44200,FLUID BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44202,Impact w/fiber 2/3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44203,Albumin 12.5%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44204,Foley Catheter,,inputevents_cv,0,,,,,carevue,,,
,,,,,44206,D5 0.25%NS 20mEq KCl,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44207,D51/4 w/40meq Kcl,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44212,Ascites,,inputevents_cv,0,,,,,carevue,,,
,,,,,44217,vac,,inputevents_cv,0,,,,,carevue,,,
,,,,,44218,impact w/fiber 3/4,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44219,diaphoresis,,inputevents_cv,0,,,,,carevue,,,
,,,,,44220,Calcium Gluc 40gm,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44223,Octreotide,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44224,PEROTONEAL FLUID,,inputevents_cv,0,,,,,carevue,,,
,,,,,44236,E.R. FFP,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44240,kayexelate enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44242,or cryo,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44244,LACTULOSE ENEMA,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44246,KPO4 30 MM,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44255,D5 WITH 3 AMPS BICAB,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44263,fluid bolus ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44264,pericard hep/ns 1:1,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44265,Enema,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44270,HD removal,,inputevents_cv,0,,,,,carevue,,,
,,,,,44276,ER IV fluid,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44277,water flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44279,Cranberry Juice,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44287,OR Cryo,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44289,pigtail flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44292,BICARB 150 MEQ,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44294,ice chips,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44297,ON FLOOR,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44302,Neosure 20 NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44303,Sim 28,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44305,BAROCAT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44306,methadone,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44310,f10 in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44311,Pigtail flush,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44312,1/2 NaAc (UA),,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44318,Impact/fiber/Pepto,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44319,thoracensesis,,inputevents_cv,0,,,,,carevue,,,
,,,,,44323,ED IVF,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44324,cyclosporin 2mg/hr,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44326,THORACENTISIS,,inputevents_cv,0,,,,,carevue,,,
,,,,,44329,ED CRYST.,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44330,0.45NSS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44331,cyclosporin 4mg/hr,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44335,D5W Bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44339,NA phosphate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44341,3/4 str Imp/Fib,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44343,MgSO4     20gm/500cc,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44344,BLADDER PRESSURE FLD,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44345,methodone,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44346,calicum gluconate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44354,insulin carrier,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44355,bicarb 150meq,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44358,Ambisone,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44361,ACETYLCYSTER.42GM/1L,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44362,TPN CORRECTION,,inputevents_cv,0,,,,,carevue,,,
,,,,,44366,SOLU-MEDROL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44367,LR,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44369,ER IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44370,INAMRINONE LACTATE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44376,primo II,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44377,ca gluconate gtt,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44379,Mushroom catheter,,inputevents_cv,0,,,,,carevue,,,
,,,,,44381,NG residual,,inputevents_cv,0,,,,,carevue,,,
,,,,,44383,L groin,,inputevents_cv,0,,,,,carevue,,,
,,,,,44385,pre admission intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44386,D5 LR with 40mEq K+,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44387,Gu irrigant,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44390,Neosure 30 PG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44391,Neosure 30 PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44394,Neosure 26 PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44396,Rectal gastrograffi.,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44399,D5RL 20KCL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44404,k phos gtt,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44407,K PHOS 30MMOL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44413,rectal vanco,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44414,1/2 str NEPRO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44415,urcc/kg/hr,,inputevents_cv,0,,,,,carevue,,,
,,,,,44419,ew ivf,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44420,Enfamil AR PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44423,Totals from midnight,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44424,Sodium bicarb,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44425,3/4ST IMPACT/FIBER,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44426,bolus ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44427,RITUXIMAB 600MG/NS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44430,plasmalyte,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44431,plasmalyte bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44435,Nipple,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44437,l&d intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44439,.45NS BOLUS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44440,Normal Saline Bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44441,calcium,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44442,PLASMALYTE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44446,replacement fluid,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44447,kcl phos,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44451,Impact w/Fiber 3/4,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44458,CMV IG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44459,ET aspirate,,inputevents_cv,0,,,,,carevue,,,
,,,,,44460,Impact w/Fib 1/2 Str,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44464,K PHOS-30,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44465,bupivicaine 1%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44466,bupivicaine .1%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44467,Amphotericin,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44469,NA Phosphate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44470,Pregesamil PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44471,barocat,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44472,D50,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44473,er,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44477,1/2 NS REPLACEMENT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44478,cc:cc REPLACEMENT,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44479,potassium phospate,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44480,er intake iv,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44483,APROTINEN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44484,1/2 str Nepro,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44486,ed ivf,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44487,Cryst on floor,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44488,Readi-Cat 2,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44491,.9NS bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44492,Free Water,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44494,r fem puncture site,,inputevents_cv,0,,,,,carevue,,,
,,,,,44495,GT Residual,,inputevents_cv,0,,,,,carevue,,,
,,,,,44498,er ns,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44499,ER input,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44500,Rituximab 50mg/hr,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44503,1/2NS CC:CC,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44504,1/2 ns 1/2cc:cc,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44505,farr7 intake-iv,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44507,farr7 lower abd drai,,inputevents_cv,0,,,,,carevue,,,
,,,,,44508,farr7 upper abd drai,,inputevents_cv,0,,,,,carevue,,,
,,,,,44510,pheresis pos balanc,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44511,Plasmapheresis,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44515,PLASMAPHERESIS IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44516,PRIMO 2 CABG STUDY,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44517,pheresis ivf,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44518,Insulin Carrier,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44519,farr 10 in,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44521,LR bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44523,Neocate 20 PO,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44525,Quick Mix.,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44526,dialysate 1.5% dex,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44527,dialysate 2.5%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44528,plasmapheresis,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44529,Primo study cc/hr,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44534,Angio contrast,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44537,D5 .2,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44539,D5W W/ NAHCO3 150MEQ,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44544,Peritoneal Dial In,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44547,intrathecal catheter,,inputevents_cv,0,,,,,carevue,,,
,,,,,44552,VAC dsg,,inputevents_cv,0,,,,,carevue,,,
,,,,,44553,thorocentisis,,inputevents_cv,0,,,,,carevue,,,
,,,,,44554,7.5mEq NaAcetate/100,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44555,Catheter,,inputevents_cv,0,,,,,carevue,,,
,,,,,44559,ISUPEL,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44560,blood,,inputevents_cv,0,,,,,carevue,,,
,,,,,44568,PR vanco,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44570,d 10w bolus,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44573,15mmol K+Phos.,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44575,EW input,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44578,Neosure 26cal NG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44579,Neosure 26cal po,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44580,Hep B IG,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44582,250 N/S 15MM NA PHOS,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44583,Pad change,,inputevents_cv,0,,,,,carevue,,,
,,,,,44584,Dialysate IN,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44585,Methylprednisolone,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44590,ed intake,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44591,dialysate 4.25%,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44601,potass phosp 15mm,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44602,NaHCO3,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
,,,,,44603,GI UNIT INTAKE,,inputevents_cv,0,Free Form Intake,,,,carevue,,,
